FUEL_TYPE,CUSTOM_NODE,START_YEAR,END_YEAR,CAPACITY
OIL,IDNSA,1974,2004,0.25
OIL,IDNMA,1976,2006,1.05
OIL,IDNJK,1961,1991,1
OCG,IDNBT,1996,2026,4.9
OCG,IDNBT,1996,2026,4.9
OIL,IDNJB,1997,2027,3.255
OIL,IDNJI,1966,1996,1.876
OIL,IDNJI,1966,1996,0.25
OIL,IDNRI,1976,2006,10.15
OIL,IDNMU,1983,2013,2.7
OIL,IDNMU,1981,2011,1.8
OIL,IDNJK,1985,2015,2.819
OIL,IDNJK,1985,2015,2.819
OIL,IDNRI,1986,2016,1
OIL,IDNJK,1992,2022,1.35
OIL,IDNJK,1992,2022,1.35
OIL,IDNJK,1992,2022,1.35
OIL,IDNSU,1976,2006,1.8
OIL,IDNJK,1985,2015,10.736
OIL,IDNJK,1985,2015,14.32
OIL,IDNJK,1985,2015,6.513
OIL,IDNJI,1985,2015,14.316
CCG,IDNJI,1998,2028,9.07
CCG,IDNJI,1998,2028,9.07
CCG,IDNJI,1998,2028,9.07
OIL,IDNJK,1992,2022,1
OIL,IDNJK,1992,2022,1
OIL,IDNJK,1992,2022,1
OIL,IDNJK,1992,2022,1
OIL,IDNJK,1985,2015,4
OIL,IDNJB,1977,2007,0.85
OIL,IDNJK,1961,1991,0.33
OIL,IDNJK,1961,1991,0.45
OIL,IDNJK,1961,1991,0.23
OIL,IDNJB,1980,2010,1.29
OIL,IDNSU,1961,1991,0.75
OIL,IDNSU,1962,1992,5
OIL,IDNSU,1962,1992,0.5
OIL,IDNSU,1962,1992,0.9
OIL,IDNSU,1963,1993,0.626
OIL,IDNSU,1962,1992,5.628
OIL,IDNSU,1963,1993,5.625
OIL,IDNRI,1974,2004,2.25
OIL,IDNJK,1985,2015,0.675
OIL,IDNJK,1985,2015,0.684
OIL,IDNJK,1985,2015,0.684
OIL,IDNJK,1985,2015,0.565
OIL,IDNJB,1962,1992,0.376
OIL,IDNJB,1985,2015,8
OIL,IDNJK,1975,2005,2
OIL,IDNJB,1985,2015,1.636
OIL,IDNJB,1985,2015,1.636
OIL,IDNJB,1985,2015,1.636
OIL,IDNJB,1985,2015,1.636
OIL,IDNJB,1985,2015,1.636
OIL,IDNSU,1985,2015,6
OIL,IDNLA,1986,2016,1.68
OIL,IDNJI,1982,2012,0.9
OIL,IDNJI,1982,2012,0.9
OIL,IDNKB,1983,2013,3
OIL,IDNKB,1983,2013,3
OIL,IDNJK,1979,2009,0.96
OIL,IDNJK,1983,2013,0.56
OIL,IDNJK,1965,1995,0.9
OIL,IDNJB,1982,2012,15
OIL,IDNJB,1982,2012,15
OIL,IDNJB,1986,2016,24.8
OIL,IDNSU,1960,1990,2.5
OIL,IDNKS,1961,1991,0.25
OIL,IDNKS,1961,1991,0.25
OIL,IDNKS,1961,1991,0.25
OIL,IDNJB,1985,2015,10.4
OIL,IDNJB,1980,2010,3.9
OIL,IDNJK,1984,2014,0.9
OIL,IDNJK,1977,2007,0.9
OIL,IDNJK,1985,2015,5.4
OCG,IDNKI,1985,2015,30.91
OIL,IDNKI,1983,2013,1
OCG,IDNKI,2002,2032,16
OIL,IDNJT,1985,2015,2.7
OIL,IDNJK,1977,2007,0.35
OIL,IDNJK,1977,2007,0.35
OIL,IDNJK,1978,2008,0.35
OIL,IDNJK,1981,2011,0.96
OIL,IDNJK,1981,2011,0.96
OIL,IDNJK,1981,2011,0.96
OIL,IDNJK,1985,2015,9.4
BIO,IDNJI,1975,2020,1.5
BIO,IDNJI,1975,2020,1.5
BIO,IDNJI,1975,2020,1.5
OIL,IDNJK,1984,2014,1
OIL,IDNJK,1984,2014,1
OIL,IDNJK,1984,2014,1.1
OIL,IDNSN,1963,1993,0.313
OIL,IDNSN,1974,2004,0.18
OIL,IDNJK,1990,2020,1.2
OIL,IDNSU,1991,2021,3
OIL,IDNSU,1992,2022,2.7
OIL,IDNJK,1972,2002,0.45
OIL,IDNJK,1972,2002,0.18
OIL,IDNJK,1974,2004,0.63
OIL,IDNJK,1974,2004,0.63
OIL,IDNJK,1974,2004,0.54
OIL,IDNJK,1977,2007,0.27
OCG,IDNAC,1976,2006,9
OCG,IDNAC,1976,2006,9
OCG,IDNAC,1976,2006,9
OCG,IDNAC,1976,2006,9
OCG,IDNAC,1989,2019,23.6
OCG,IDNAC,1989,2019,23.6
OCG,IDNAC,1989,2019,23.6
OCG,IDNAC,1990,2020,10.45
OIL,IDNSU,1971,2001,0.2
OIL,IDNJK,1985,2015,10.5
OIL,IDNJK,1974,2004,0.2
OIL,IDNJK,1974,2004,0.2
OIL,IDNJT,1976,2006,1.28
OIL,IDNSU,1961,1991,1
OIL,IDNSU,1961,1991,1
OIL,IDNSU,1961,1991,0.19
OIL,IDNSU,1962,1992,0.19
OIL,IDNLA,1983,2013,3.87
OIL,IDNJT,1961,1991,4.4
OIL,IDNJT,1972,2002,1.1
OIL,IDNKI,1983,2013,14
OCG,IDNKI,1989,2019,36.6
OCG,IDNKI,1997,2027,38
OCG,IDNKI,1998,2028,17
OCG,IDNAC,1979,2009,21.1
OCG,IDNAC,1979,2009,21.1
OCG,IDNAC,1985,2015,20.9
OCG,IDNAC,1987,2017,20.9
OCG,IDNAC,1987,2017,20.9
OIL,IDNSS,1993,2023,6
OIL,IDNSS,1994,2024,38.34
OCG,IDNSS,1986,2016,35.1
OCG,IDNSS,1986,2016,35.1
OIL,IDNSS,1975,2005,3.2
OIL,IDNSS,1975,2005,3.2
OIL,IDNSS,1976,2006,24.25
OIL,IDNSS,1976,2006,24.25
OCG,IDNSS,1979,2009,21.1
OCG,IDNSS,1979,2009,21.1
OCG,IDNSS,1979,2009,21.1
OIL,IDNJB,1992,2022,22
OIL,IDNJB,1992,2022,22
OIL,IDNJB,1992,2022,22
OIL,IDNJB,1992,2022,22
OIL,IDNJB,1985,2015,1
OIL,IDNKS,1965,1995,0.6
OIL,IDNKS,1971,2001,0.25
OIL,IDNKB,1971,2001,0.4
BIO,IDNJI,1978,2023,1.6
BIO,IDNJT,1968,2013,0.8
BIO,IDNJB,1967,2012,1.6
OIL,IDNJI,1964,1994,1.875
OIL,IDNJI,1964,1994,1.875
OIL,IDNJI,1964,1994,1.875
OIL,IDNJI,1964,1994,0.3
OIL,IDNSS,1963,1993,0.4
OIL,IDNJB,1980,2010,1
OIL,IDNJB,1980,2010,4.8
OIL,IDNJB,1985,2015,1.5
OIL,IDNJK,1975,2005,2
OIL,IDNJI,1969,1999,0.8
OIL,IDNJI,1971,2001,1.6
OIL,IDNJI,1974,2004,1.6
OIL,IDNJI,1975,2005,3
OIL,IDNJI,1979,2009,4.5
OCG,IDNJI,2007,2037,7
OIL,IDNKI,1987,2017,3.6
OIL,IDNJK,1983,2013,0.9
OIL,IDNJK,1983,2013,0.9
OIL,IDNJK,1983,2013,0.9
COA,IDNRI,2009,2039,25
COA,IDNRI,2009,2039,25
COA,IDNRI,2009,2039,25
OIL,IDNSS,1974,2004,5.8
OIL,IDNSS,1974,2004,5.8
OIL,IDNSS,1974,2004,5.8
OIL,IDNSS,1974,2004,5.8
OIL,IDNSS,1974,2004,5.8
OIL,IDNSS,1994,2024,5.8
OIL,IDNSS,1994,2024,5.8
OIL,IDNSS,1994,2024,5.8
OIL,IDNSS,1994,2024,5.8
OIL,IDNSS,1994,2024,5.8
OIL,IDNSS,2005,2035,17
OIL,IDNSS,2005,2035,17
OIL,IDNSS,2005,2035,17
OIL,IDNSS,2005,2035,17
OIL,IDNSS,2005,2035,17
OIL,IDNSS,2005,2035,17
COA,IDNSS,2016,2046,30
COA,IDNSS,2016,2046,30
OIL,IDNSS,2013,2043,17
OIL,IDNSS,2013,2043,17
OIL,IDNJK,1980,2010,2.7
OIL,IDNJT,1997,2027,10
OIL,IDNJT,1997,2027,10
OIL,IDNJT,1997,2027,10
OIL,IDNJT,1997,2027,10
OIL,IDNJT,1997,2027,10
OIL,IDNJK,1978,2008,2.8
OIL,IDNJK,1978,2008,2.8
OIL,IDNJK,1978,2008,2.8
OIL,IDNJK,1978,2008,2.8
OIL,IDNJK,1978,2008,1.4
OCG,IDNSU,1990,2020,0.83
OCG,IDNSU,1990,2020,0.83
OCG,IDNSU,1990,2020,0.83
OIL,IDNSU,1978,2008,6.9
OIL,IDNSU,1978,2008,2
OIL,IDNSU,1979,2009,5
OIL,IDNSU,1979,2009,0.5
OIL,IDNSU,1981,2011,2.2
OIL,IDNBT,1992,2022,1.35
COA,IDNBT,2018,2048,151.5
COA,IDNBT,2018,2048,151.5
CCG,IDNSS,2004,2034,38.75
CCG,IDNSS,2004,2034,38.75
OIL,IDNKT,1982,2012,0.9
OIL,IDNKT,1982,2012,0.9
OIL,IDNKT,1982,2012,0.9
OIL,IDNJI,1983,2013,1.8
OIL,IDNJI,1983,2013,2.4
OIL,IDNJI,1983,2013,2.4
OIL,IDNBT,1992,2022,22
OIL,IDNBT,1995,2025,16.95
COA,IDNJT,2009,2039,1000
COA,IDNJT,2009,2039,1000
COA,IDNJT,2009,2039,1000
COA,IDNJT,2009,2039,1000
OIL,IDNJB,1977,2007,1.44
OIL,IDNJB,1980,2010,0.96
OIL,IDNJB,1976,2006,1.08
OIL,IDNJK,1976,2006,1
OIL,IDNJB,1977,2007,0.25
OIL,IDNRI,1982,2012,1.8
OIL,IDNKB,1982,2012,2.7
OIL,IDNJB,1984,2014,26.4
OIL,IDNJB,1974,2004,6
OIL,IDNJB,1994,2024,2
OIL,IDNJB,1995,2025,2
OCG,IDNJB,2007,2037,7
OIL,IDNJK,1975,2005,1.1
OIL,IDNJK,1976,2006,1.1
OCG,IDNRI,1988,2018,24
OCG,IDNRI,1978,2008,24
OCG,IDNRI,1978,2008,24
OCG,IDNRI,1978,2008,24
OCG,IDNRI,1978,2008,24
OCG,IDNRI,1991,2021,26.85
OCG,IDNRI,1991,2021,26.85
OCG,IDNRI,1993,2023,26.85
OCG,IDNRI,1993,2023,26.85
OCG,IDNRI,1994,2024,33
OCG,IDNRI,1995,2025,33
OIL,IDNRI,1972,2002,17.05
OIL,IDNRI,1973,2003,17.05
OIL,IDNRI,1973,2003,17.05
OIL,IDNRI,1974,2004,20.65
OIL,IDNRI,1974,2004,20.65
OIL,IDNRI,1975,2005,20.65
OIL,IDNRI,1975,2005,17
OCG,IDNRI,1977,2007,16.8
OCG,IDNRI,1979,2009,29
OIL,IDNRI,1983,2013,21.35
OIL,IDNRI,1984,2014,21.72
OIL,IDNRI,1985,2015,21.9
OCG,IDNRI,1998,2028,39.1
OCG,IDNRI,1978,2008,24
OCG,IDNRI,1988,2018,25
OCG,IDNRI,1988,2018,25
OCG,IDNRI,1988,2018,25
OCG,IDNRI,1988,2018,25
OCG,IDNRI,1988,2018,25
OCG,IDNRI,1988,2018,25
OCG,IDNRI,1988,2018,25
OCG,IDNRI,1988,2018,25
OCG,IDNRI,1988,2018,25
OIL,IDNSS,1980,2010,4.38
OIL,IDNSS,1980,2010,4.38
OIL,IDNSS,1980,2010,4.38
OIL,IDNSS,1980,2010,4.38
OIL,IDNSS,1979,2009,1.7
OIL,IDNSS,1979,2009,1.7
OIL,IDNSS,1979,2009,1.7
OIL,IDNSS,1979,2009,1.7
OIL,IDNSS,1979,2009,0.225
OIL,IDNSS,1979,2009,3.6
OIL,IDNSS,1979,2009,3.6
OIL,IDNSS,1979,2009,3.6
OIL,IDNJK,1971,2001,2
OIL,IDNJK,1974,2004,2
OIL,IDNKU,1975,2005,0.18
CCG,IDNJK,1993,2023,30
CCG,IDNJK,1993,2023,30
OCG,IDNJK,1995,2025,30
OCG,IDNJK,1996,2026,30
OCG,IDNJK,1995,2025,30
OCG,IDNJK,1996,2026,30
CCG,IDNJK,2006,2036,122.5
CCG,IDNJK,2011,2041,122.5
COA,IDNJK,2017,2047,140
COA,IDNJK,2017,2047,140
OIL,IDNBT,1992,2022,17.64
OIL,IDNJT,1991,2021,4.85
OIL,IDNJT,1964,1994,0.3
OIL,IDNKS,1981,2011,4.8
OIL,IDNKS,1985,2015,2.275
OIL,IDNSU,1973,2003,2.025
OIL,IDNYO,1973,2003,1.5
OIL,IDNYO,1973,2003,1.5
OIL,IDNYO,1973,2003,1.5
OIL,IDNJK,1980,2010,0.6
OIL,IDNJK,1980,2010,0.6
OIL,IDNJK,1980,2010,0.6
OIL,IDNJK,1980,2010,0.6
OIL,IDNJK,1983,2013,1.29
OIL,IDNJK,1983,2013,1.29
OIL,IDNJK,1983,2013,1.29
OIL,IDNJK,1981,2011,1.29
OIL,IDNJK,1982,2012,0.96
OIL,IDNJK,1982,2012,0.96
OIL,IDNJK,1978,2008,0.96
OIL,IDNJK,1988,2018,2.65
OIL,IDNJK,1988,2018,2.65
OIL,IDNJK,1986,2016,2.65
OIL,IDNJK,1972,2002,0.36
OIL,IDNJK,1976,2006,2
OIL,IDNJK,1977,2007,1.8
OIL,IDNRI,1980,2010,2.025
OIL,IDNRI,1987,2017,3.6
OIL,IDNJI,1992,2022,2
OIL,IDNJI,1993,2023,2.7
CCG,IDNSN,1997,2027,45
CCG,IDNSN,1997,2027,45
CCG,IDNSN,2008,2038,65
CCG,IDNSN,2013,2043,65
OIL,IDNKB,1980,2010,0.9
OIL,IDNKB,1980,2010,0.9
OIL,IDNKB,1980,2010,0.9
OIL,IDNKB,1986,2016,0.9
OIL,IDNKB,1986,2016,0.9
OIL,IDNKB,1986,2016,0.9
OCG,IDNJB,1995,2025,38.34
OIL,IDNSU,1997,2027,7
OIL,IDNBT,1971,2001,0.225
OIL,IDNBT,1972,2002,0.225
OIL,IDNBT,1975,2005,0.27
OIL,IDNBT,1975,2005,0.27
OIL,IDNJI,1979,2009,1
OIL,IDNJB,1984,2014,0.16
OIL,IDNSU,1970,2000,0.5
OIL,IDNJI,1982,2012,2.4
OIL,IDNJI,1982,2012,2.4
OIL,IDNJI,1979,2009,2.4
OIL,IDNJI,1979,2009,3.26
OIL,IDNJI,1979,2009,3.26
OIL,IDNJI,1992,2022,5.88
OIL,IDNJI,1992,2022,5.88
OIL,IDNJI,1993,2023,5.88
OIL,IDNSU,1985,2015,1.6
OIL,IDNSU,1965,1995,11.25
OIL,IDNSU,1965,1995,11.25
OIL,IDNKB,1982,2012,1.8
OIL,IDNKB,1992,2022,1.8
COA,IDNKB,2006,2036,7.5
OIL,IDNJK,1978,2008,0.96
OIL,IDNJI,1978,2008,1.29
OIL,IDNJI,1978,2008,1.75
OIL,IDNKI,1982,2012,0.9
OIL,IDNKI,1982,2012,0.9
OIL,IDNKI,1982,2012,0.9
OIL,IDNKI,1990,2020,0.9
COA,IDNKI,2007,2037,4
OCG,IDNJB,1997,2027,41.5
OCG,IDNJB,1997,2027,41.5
OIL,IDNRI,1985,2015,3.5
OIL,IDNRI,1985,2015,3.5
OIL,IDNRI,1985,2015,3.5
COA,IDNRI,2009,2039,35
COA,IDNRI,2000,2030,90
COA,IDNRI,2000,2030,90
COA,IDNRI,2000,2030,90
COA,IDNRI,2014,2044,150
COA,IDNRI,2014,2044,150
COA,IDNRI,2014,2044,150
OIL,IDNJB,1980,2010,8.3
OIL,IDNJB,1980,2010,8.3
OIL,IDNJB,1980,2010,8.3
OIL,IDNJB,1980,2010,8.3
OIL,IDNJB,1980,2010,8.3
OCG,IDNJB,2002,2032,12
OIL,IDNJB,1981,2011,18.9
OIL,IDNJB,1981,2011,18.9
OIL,IDNJB,1981,2011,18.9
OIL,IDNJB,1981,2011,18.9
OIL,IDNJB,1981,2011,18.9
OIL,IDNJB,1985,2015,18.9
OIL,IDNJB,1985,2015,18.9
OIL,IDNJB,1985,2015,18.9
OIL,IDNJB,1985,2015,18.9
OCG,IDNJB,1991,2021,35
OCG,IDNJB,1991,2021,35
OIL,IDNSN,1992,2022,8
OIL,IDNSN,1992,2022,8
OIL,IDNSN,1992,2022,8
OIL,IDNJT,1972,2002,0.8
OIL,IDNKI,1983,2013,0.9
OIL,IDNJK,1984,2014,1
OIL,IDNJK,1984,2014,1
OIL,IDNJK,1984,2014,1
OIL,IDNJK,1981,2011,0.9
OIL,IDNJK,1981,2011,0.9
OIL,IDNJK,1981,2011,0.9
OIL,IDNJK,1981,2011,0.9
OIL,IDNJK,1981,2011,0.9
OIL,IDNJK,1981,2011,0.9
OIL,IDNJK,1981,2011,0.9
OIL,IDNJK,1981,2011,0.9
OIL,IDNMA,1982,2012,3.6
OIL,IDNJB,1967,1997,2
OIL,IDNJB,1967,1997,2.5
OIL,IDNKI,1978,2008,2.7
COA,IDNKI,1990,2020,5.315
COA,IDNKI,1990,2020,5.315
OIL,IDNKI,1991,2021,2.34
OIL,IDNKI,1991,2021,2.34
OIL,IDNKI,1991,2021,2.34
OIL,IDNSA,1974,2004,0.96
OIL,IDNJB,1976,2006,1.2
OIL,IDNJB,1977,2007,7.5
OIL,IDNJB,1992,2022,1.4
OIL,IDNJB,1994,2024,7.5
OIL,IDNJB,1973,2003,1.5
OIL,IDNJB,1973,2003,0.27
OIL,IDNJB,1973,2003,1.5
OIL,IDNJB,1974,2004,0.75
OIL,IDNJB,1974,2004,0.75
OIL,IDNJK,1974,2004,0.54
OIL,IDNJB,1974,2004,3
OIL,IDNJB,1982,2012,3
OIL,IDNKT,1982,2012,0.225
OIL,IDNKI,1980,2010,0.9
OIL,IDNKI,1980,2010,0.9
OIL,IDNKI,1980,2010,0.9
OIL,IDNKI,1980,2010,0.9
OIL,IDNJT,1990,2020,8.96
OIL,IDNST,1978,2008,0.18
OIL,IDNKI,1991,2021,28
OCG,IDNJI,1996,2026,4.8
OCG,IDNJI,1996,2026,4.8
OIL,IDNJI,1995,2025,6.2
OIL,IDNJI,1995,2025,6.2
OIL,IDNJI,1995,2025,6.2
OIL,IDNJI,1995,2025,6.2
OIL,IDNJB,1976,2006,0.88
OIL,IDNJB,1976,2006,1.2
OIL,IDNJB,1976,2006,1.2
OIL,IDNJB,1976,2006,0.88
OIL,IDNJB,1976,2006,1.2
OIL,IDNJB,1977,2007,0.88
COA,IDNJB,1982,2012,1.7
COA,IDNJB,1985,2015,6.1
OIL,IDNJB,1995,2025,38.34
OIL,IDNST,1981,2011,2.7
OIL,IDNJK,1982,2012,2.7
OIL,IDNJK,1971,2001,0.35
OIL,IDNJK,1971,2001,0.35
OIL,IDNJK,1973,2003,0.35
OIL,IDNJB,1991,2021,0.56
OIL,IDNJB,1992,2022,0.45
OIL,IDNBT,1972,2002,5.7
OIL,IDNBT,1974,2004,31.768
OIL,IDNBT,1997,2027,0.9
OIL,IDNJB,1970,2000,1.5
OIL,IDNJB,1972,2002,1.5
OIL,IDNJK,1974,2004,2.16
OCG,IDNJK,2007,2037,5.5
COA,IDNJB,2014,2044,60
COA,IDNJB,2014,2044,60
OIL,IDNJI,1986,2016,0.565
OIL,IDNJK,1973,2003,0.45
OIL,IDNJK,1974,2004,1.05
OIL,IDNJK,1974,2004,0.45
OIL,IDNJI,1984,2014,1.29
OIL,IDNSN,2001,2031,60
OIL,IDNJB,1975,2005,0.4
OIL,IDNJB,1978,2008,0.1
OIL,IDNJB,1985,2015,0.113
OIL,IDNJK,1973,2003,0.9
OIL,IDNJK,1973,2003,0.9
OIL,IDNKI,1978,2008,0.9
OIL,IDNKI,1978,2008,0.9
OIL,IDNKI,1978,2008,0.9
OIL,IDNKI,1979,2009,0.9
OIL,IDNJI,1973,2003,0.18
OIL,IDNJI,1973,2003,1
OIL,IDNJI,1973,2003,1
OIL,IDNJI,1973,2003,1
OIL,IDNJI,1973,2003,1
OIL,IDNJI,1993,2023,1.35
OIL,IDNJT,1971,2001,0.75
OIL,IDNJA,1980,2010,4.5
OIL,IDNJK,1985,2015,13
OIL,IDNJI,1979,2009,0.96
OIL,IDNJI,1979,2009,1.3
OIL,IDNJI,1980,2010,0.96
OIL,IDNJB,1973,2003,1
OIL,IDNJB,1974,2004,6
OIL,IDNJB,1974,2004,0.8
OIL,IDNJB,1974,2004,1
OIL,IDNJK,1973,2003,0.225
COA,IDNNB,1999,2029,31
COA,IDNNB,1999,2029,31
COA,IDNNB,1999,2029,31
COA,IDNNB,1999,2029,31
OIL,IDNNB,1985,2015,10
OIL,IDNBT,1973,2003,6
OIL,IDNBT,1973,2003,0.4
OIL,IDNJB,1993,2023,11
OIL,IDNJK,1980,2010,1.92
OIL,IDNYO,1985,2015,2.7
OIL,IDNJI,1976,2006,1.66
OIL,IDNJI,1976,2006,4.5
OIL,IDNJI,1980,2010,1.8
OIL,IDNJI,1980,2010,2.45
OIL,IDNJI,1983,2013,18
OIL,IDNJI,1991,2021,35
OIL,IDNJI,1991,2021,35
OIL,IDNJI,1996,2026,70
OIL,IDNSS,1973,2003,0.27
OIL,IDNSS,1973,2003,0.27
OIL,IDNBT,1973,2003,0.48
OIL,IDNRI,1982,2012,0.9
OIL,IDNRI,1984,2014,0.9
OIL,IDNRI,1985,2015,0.9
OIL,IDNJK,1978,2008,1
OIL,IDNJB,1985,2015,2.65
OIL,IDNJB,1985,2015,2.65
OIL,IDNJI,1983,2013,2.25
OIL,IDNJI,1983,2013,2.25
OCG,IDNJI,1992,2022,38.3
OCG,IDNJI,2017,2047,22
OIL,IDNJB,1976,2006,2
OIL,IDNJB,1978,2008,1
OIL,IDNJB,1979,2009,2
OIL,IDNJB,1980,2010,1
OIL,IDNJB,1981,2011,1
OIL,IDNMA,1983,2013,1.05
OIL,IDNMA,1988,2018,19.2
OIL,IDNMA,1998,2028,8
OIL,IDNNB,1987,2017,18.9
OIL,IDNNB,1993,2023,30.4
COA,IDNKS,2000,2030,65
COA,IDNKS,2000,2030,65
COA,IDNKS,2000,2030,65
COA,IDNKS,2000,2030,65
COA,IDNKS,2000,2030,65
COA,IDNKS,2000,2030,65
OIL,IDNSN,1985,2015,11.25
OIL,IDNBA,1985,2015,21.35
OIL,IDNBA,1994,2024,42
OIL,IDNBA,1993,2023,20.1
OIL,IDNBA,1983,2013,13.04
OIL,IDNBA,1974,2004,20.32
OIL,IDNBA,1994,2024,42
OIL,IDNBA,1980,2010,4.14
OIL,IDNBA,1982,2012,13.54
OIL,IDNBA,1989,2019,24.78
OIL,IDNBA,2011,2041,54
OIL,IDNBA,2015,2045,200
OIL,IDNKI,1988,2018,25.6
OIL,IDNKI,1989,2019,12.16
OIL,IDNAC,1978,2008,2.2
OIL,IDNAC,1986,2016,38.22
OIL,IDNAC,1981,2011,4.04
OIL,IDNAC,1984,2014,2.296
OIL,IDNAC,1985,2015,3.28
OIL,IDNAC,2010,2040,10.35
OIL,IDNAC,1997,2027,12.6
OIL,IDNAC,1984,2014,31.85
OIL,IDNKS,1972,2002,2.2
OIL,IDNKS,1982,2012,11.52
OIL,IDNKS,1993,2023,13.24
OIL,IDNKS,1987,2017,3
OIL,IDNKS,1987,2017,3
OIL,IDNKS,1994,2024,2.5
OIL,IDNKS,1994,2024,2.5
PET,IDNSU,1984,2014,65
PET,IDNSU,1984,2014,65
PET,IDNSU,1984,2014,65
PET,IDNSU,1984,2014,65
OCG,IDNSU,1988,2018,117.5
CCG,IDNSU,1992,2022,128.8
CCG,IDNSU,1993,2023,130
CCG,IDNSU,1994,2024,130
OIL,IDNJK,1976,2006,22.9
OIL,IDNNB,1987,2017,3
OIL,IDNSA,1981,2011,11.52
COA,IDNSS,1989,2019,65
COA,IDNSS,1987,2017,65
COA,IDNSS,1994,2024,65
COA,IDNSS,1994,2024,65
OIL,IDNSS,1982,2012,6.3
OIL,IDNSS,1982,2012,6.3
OIL,IDNSS,1982,2012,6.3
OIL,IDNSS,1982,2012,6.3
OIL,IDNSS,1984,2014,6.3
OIL,IDNSS,1984,2014,6.3
OIL,IDNSS,1984,2014,6.3
OIL,IDNSS,1984,2014,6.3
OIL,IDNSB,1976,2006,1.55
OIL,IDNSB,1976,2006,2.1
OIL,IDNSB,1972,2002,1.1
OCG,IDNJT,1976,2006,20.03
OCG,IDNJT,1976,2006,20.03
OCG,IDNJT,1976,2006,20.03
OCG,IDNJT,1976,2006,20.03
BIO,IDNRI,1998,2043,10.828
OIL,IDNRI,1970,2000,10.5
OIL,IDNRI,1985,2015,1.8
CCG,IDNJI,1995,2025,100.75
CCG,IDNJI,1996,2026,100.75
CCG,IDNJI,1996,2026,100.75
PET,IDNJI,2002,2032,101
PET,IDNJI,2002,2032,101
PET,IDNJI,2002,2032,101
CCG,IDNJI,2019,2049,185
CCG,IDNJI,2019,2049,185
OIL,IDNJI,1981,2011,100
OIL,IDNJI,1981,2011,100
OIL,IDNJI,1987,2017,200
OIL,IDNJI,1987,2017,200
OIL,IDNJI,1979,2009,20
OIL,IDNJI,1979,2009,20
OIL,IDNJI,1985,2015,20
OIL,IDNJI,1985,2015,20
CCG,IDNJI,1992,2022,112
CCG,IDNJI,1992,2022,112
CCG,IDNJI,1992,2022,112
CCG,IDNJI,1992,2022,112
CCG,IDNJI,1992,2022,112
CCG,IDNJI,1992,2022,112
CCG,IDNJI,1992,2022,112
CCG,IDNJI,1992,2022,112
CCG,IDNJI,1993,2023,112
OIL,IDNJA,1992,2022,36.4
OIL,IDNJA,1981,2011,5
OIL,IDNJA,1982,2012,2.5
OIL,IDNJB,1981,2011,1.29
COA,IDNJB,2004,2034,10.8
COA,IDNJB,2004,2034,10.8
COA,IDNJB,2010,2040,15
OIL,IDNJI,1981,2011,0.72
OIL,IDNSG,1983,2013,1.05
OIL,IDNSG,1996,2026,5
OIL,IDNSG,1998,2028,5.6
COA,IDNSG,2012,2042,10
COA,IDNSG,2013,2043,10
OIL,IDNSG,2017,2047,57
OIL,IDNST,1985,2015,4.4
OIL,IDNST,1988,2018,5.76
OIL,IDNNT,1985,2015,10.828
OIL,IDNNT,1981,2011,2.5
OIL,IDNNT,1982,2012,5
OIL,IDNNT,2019,2049,48
OIL,IDNNT,1993,2023,0.56
OIL,IDNAC,1986,2016,32.5
OCG,IDNAC,2015,2045,184
OIL,IDNJI,1985,2015,1.8
OIL,IDNSU,1976,2006,24.85
OIL,IDNSA,1979,2009,5
OIL,IDNSA,1997,2027,11
OIL,IDNJK,1975,2005,100
OIL,IDNJK,1975,2005,100
OIL,IDNJK,1975,2005,100
OIL,IDNJK,1977,2007,200
OIL,IDNJK,1977,2007,200
CCG,IDNJK,1992,2022,100
CCG,IDNJK,1992,2022,100
CCG,IDNJK,1992,2022,100
OIL,IDNJK,1992,2022,2.3
CCG,IDNJK,2011,2041,240
CCG,IDNJK,2011,2041,240
CCG,IDNJK,2020,2050,500
CCG,IDNJB,1997,2027,145
CCG,IDNJB,1997,2027,145
CCG,IDNJB,1997,2027,145
OCG,IDNJB,1997,2027,145
OCG,IDNJB,1997,2027,145
OCG,IDNJB,2004,2034,150
OCG,IDNJB,2004,2034,150
OCG,IDNJB,2004,2034,150
OCG,IDNJB,2004,2034,150
OCG,IDNJB,2004,2034,150
OCG,IDNJB,2004,2034,150
CCG,IDNJB,2011,2041,180
COA,IDNSB,1996,2026,100
COA,IDNSB,1997,2027,100
OIL,IDNSB,1993,2023,30
OIL,IDNSB,1993,2023,30
OIL,IDNSB,1984,2014,25.3
OIL,IDNSB,1984,2014,25.3
COA,IDNJI,1994,2024,400
COA,IDNJI,1993,2023,400
COA,IDNJI,2012,2042,660
COA,IDNJI,1999,2029,615
COA,IDNJI,1999,2029,615
COA,IDNJI,2000,2030,660
COA,IDNJI,2000,2030,660
COA,IDNJI,2012,2042,825
OIL,IDNKT,1983,2013,1.05
OIL,IDNKT,1985,2015,0.9
OIL,IDNKT,1985,2015,0.9
OCG,IDNSS,1966,1996,12.5
OCG,IDNSS,1966,1996,12.5
OCG,IDNSS,1984,2014,18
OCG,IDNSS,1984,2014,18
OCG,IDNSS,1984,2014,18
CCG,IDNSS,2014,2044,25
CCG,IDNSS,2014,2044,25
OIL,IDNST,1991,2021,15.2
OIL,IDNST,1997,2027,11
